date,nav
2024-09-25,82681476.75379181
2024-09-26,82515665.28813171
2024-09-27,83323304.1207962
2024-09-30,83105455.93919373
2024-10-01,82333174.40898132
2024-10-03,80656868.22044343
2024-10-04,80560030.24266785
2024-10-07,78220800.43151063
2024-10-08,81736841.29871339
2024-10-09,83008318.44979829
2024-10-10,82702254.52402467
2024-10-11,83194959.15953797
2024-10-14,83547320.33978242
2024-10-15,84673039.92010468
2024-10-16,84125128.64994782
2024-10-17,82329659.75763673
2024-10-18,82138687.63570374
2024-10-21,80265275.89128083
2024-10-22,77545448.64383668
2024-10-23,77787463.5455243
2024-10-24,78246846.90828675
2024-10-25,75552060.82662934
2024-10-28,76637239.78354615
2024-10-29,77742119.25673646
2024-10-30,79229353.52589387
2024-10-31,80925578.19016999
2024-11-01,82022947.46594208
2024-11-04,81668037.58379449
2024-11-05,81556627.40514459
2024-11-06,83345107.85356988
2024-11-07,81672369.19548883
2024-11-08,80019094.4273919
2024-11-11,80622120.1036004
2024-11-12,80408582.43456353
2024-11-13,78019754.00530328
2024-11-14,77780910.4268731
2024-11-18,77578405.3536004
2024-11-19,79570115.82293023
2024-11-21,79047958.70369805
2024-11-22,80267997.9838189
2024-11-25,82656714.38411798
2024-11-26,81542750.28829278
2024-11-27,82469546.05669488
2024-11-28,82277606.52208795
2024-11-29,82555897.1690606
2024-12-02,83828474.87819757
2024-12-03,85272052.04755236
2024-12-04,85036404.16181017
2024-12-05,85469422.54904772
2024-12-06,86430298.96732165
2024-12-09,86886006.11546923
2024-12-10,86461644.59827258
2024-12-11,86754715.82576586
2024-12-12,86558402.29465319
2024-12-13,85865830.22914721
2024-12-16,87067515.71155383
2024-12-17,87143692.70633532
2024-12-18,86645599.90651537
2024-12-19,87196412.74613024
2024-12-20,85985566.19090869
2024-12-23,85398186.95944811
2024-12-24,85722288.637625
2024-12-26,85720902.51222827
2024-12-27,85981752.31224658
2024-12-30,85996455.32333972
2024-12-31,86165161.10185839
2025-01-01,87258660.72550036
2025-01-02,87760794.14832798
2025-01-03,88145578.27906528
2025-01-06,85858394.85767856
2025-01-07,86066617.48859897
2025-01-08,84927304.62556186
2025-01-09,83805865.55164829
2025-01-10,82212239.95002475
2025-01-13,78740679.61475864
2025-01-14,79499191.0863773
2025-01-15,78913421.75312534
2025-01-16,79471710.53278843
2025-01-17,79399350.48139682
2025-01-20,78964459.51331821
2025-01-21,76869501.98536411
2025-01-22,75250858.23750034
2025-01-23,77417913.02399936
2025-01-24,75235570.35279575
2025-01-27,72051617.5843021
2025-01-28,70566413.9896976
2025-01-29,72594815.30744663
2025-01-30,73295170.34498325
2025-01-31,75884711.86652866
2025-02-01,76875126.95429721
2025-02-03,75607938.1826312
2025-02-04,77065950.93659848
2025-02-05,79109633.97544736
2025-02-06,78630741.51444882
2025-02-07,79625783.69169492
2025-02-10,76645527.17872494
2025-02-11,74939099.57548398
2025-02-12,75114005.16065854
2025-02-13,74559982.8413226
2025-02-14,70718233.2750079
2025-02-17,71366447.39173764
2025-02-18,69421692.43134946
2025-02-19,70373481.96174496
2025-02-20,71333888.5027911
2025-02-21,70616597.46687192
2025-02-24,69640640.60911435
2025-02-25,69187338.88325375
2025-02-27,67211763.93675107
2025-02-28,66564083.3058917
2025-03-03,67128242.50871152
2025-03-04,69074787.82126568
2025-03-05,70707799.96878766
2025-03-06,71623231.53025006
2025-03-07,71938379.65470074
2025-03-10,71554224.91373394
2025-03-11,71837452.09690045
2025-03-12,71201658.90482281
2025-03-13,71175634.59024762
2025-03-17,72160729.02201031
2025-03-18,72842912.36222027
2025-03-19,75733998.21829937
2025-03-20,76481761.84397076
2025-03-21,77641753.85605572
2025-03-24,77829056.99417828
2025-03-25,75927664.71439312
2025-03-26,74959528.98911236
2025-03-27,76866691.50907086
2025-03-28,76272916.39084576
2025-04-01,75515453.72446392
2025-04-02,76377055.80460739
2025-04-03,76790841.78037643
2025-04-04,73190363.86137009
2025-04-07,68722731.3271904
2025-04-08,70881901.62958908
2025-04-09,70337955.59202194
2025-04-11,73587905.03733444
2025-04-15,77496158.70991135
2025-04-16,77904340.21415329
2025-04-17,78284368.41404343
2025-04-21,79196452.89597702
2025-04-22,79833782.50474167
2025-04-23,79897096.90302658
2025-04-24,79942094.075634
2025-04-25,77790650.79984665
2025-04-28,78926352.31873703
2025-04-29,79553317.22413254
2025-04-30,78620931.11164474
2025-05-02,78017243.15449142
2025-05-05,78710582.75631939
2025-05-06,76888503.60934673
2025-05-07,78026489.54059063
2025-05-08,75968123.96991192
2025-05-09,75760868.33832012
2025-05-12,78661292.8315147
2025-05-13,78458430.2179588
2025-05-14,78162506.32702862
2025-05-15,78024610.62948833
2025-05-16,78330547.98953472
2025-05-19,79412699.88070904
2025-05-20,78699316.74286114
2025-05-21,78689843.16556011
2025-05-22,77632761.1414207
2025-05-23,78174257.29107891
2025-05-26,78119465.76654278
2025-05-27,77732999.4148582
2025-05-28,77924313.5122398
2025-05-29,77490366.27658306
2025-05-30,78053146.85415874
2025-06-02,78332965.93725811
2025-06-03,77993077.1387226
2025-06-04,78465932.39998358
2025-06-05,79386223.59941596
2025-06-06,79261990.6026203
2025-06-09,79411056.20390815
2025-06-10,79420174.42580146
2025-06-11,81665650.94319648
2025-06-12,80045194.63640326
2025-06-13,79498041.28618354
2025-06-16,79928769.82631415
2025-06-17,79230619.0651142
2025-06-18,79434669.3178913
2025-06-19,78152851.41808051
2025-06-20,78364301.05547065
2025-06-23,78606542.54680365
2025-06-24,79734368.80516547
2025-06-25,79655462.84312934
2025-06-26,79629933.14165229
2025-06-27,79741393.39470404
2025-06-30,80857764.856435
2025-07-01,79839240.70506781
2025-07-02,80088864.98089907
2025-07-03,81287141.15326235
2025-07-04,79832545.52844545
2025-07-07,78966124.55432436
2025-07-08,77562755.49365541
2025-07-09,78697781.32446596
2025-07-10,78374703.14734194
2025-07-11,78109036.33264467
2025-07-14,78772559.24585268
2025-07-15,80110210.43207094
2025-07-16,80491041.5443146
2025-07-17,79929560.73382875
2025-07-18,79373103.64752504
2025-07-21,80318879.29352114
2025-07-22,80658117.88812563
2025-07-23,81150136.7757599
2025-07-24,81509892.53869936
2025-07-25,79714938.41076967
2025-07-28,79491753.9340851
2025-07-29,80694578.51074526
2025-07-30,80306917.21991274
2025-07-31,80786652.30621645
2025-08-01,79254592.76990053
2025-08-04,81696611.24040921
2025-08-05,81324321.8483804
2025-08-06,81798768.13341458
2025-08-07,82031948.3917764
2025-08-08,80915468.1226724
2025-08-11,82384929.83403714
2025-08-12,82263388.31493314
2025-08-13,84071446.96465237
2025-08-14,83965442.47270902
2025-08-18,85113371.41448148
2025-08-19,85470216.54241116
2025-08-20,85784964.98491605
2025-08-21,84734982.49657376
2025-08-22,84820460.63713773
2025-08-25,84535206.97844632
2025-08-26,83102305.23699124
2025-08-28,81781655.74242337
2025-08-29,81076088.9353555
2025-09-01,82444463.48644193
2025-09-02,82984367.92444801
2025-09-03,83813764.3147068
2025-09-04,83004329.16443825
2025-09-05,83534116.26319313
2025-09-08,83986887.0601902
2025-09-09,84344317.9047947
2025-09-10,83946372.60779762
2025-09-11,83137608.92518044
2025-09-12,83797558.72266579
2025-09-15,84009784.12232399
2025-09-16,83966831.41614723
2025-09-17,84425458.20496559
2025-09-18,84618106.76050758
2025-09-19,84387406.42835426
2025-09-22,83445402.63306618
2025-09-23,83152000.22339821
2025-09-24,82354487.49451637
2025-09-25,82213138.65406227
2025-09-26,80435153.50489235
2025-09-29,80770963.43677711
2025-09-30,80326557.21875954
2025-10-01,81701366.5157566
2025-10-03,82013747.44181453
2025-10-06,83561311.60367976
2025-10-07,83301914.72013484
2025-10-08,83243473.77189265
2025-10-09,83825937.60337459
2025-10-10,84808888.9164239
2025-10-13,86014912.44486628
2025-10-14,86152141.32914363
2025-10-15,86389635.33909236
2025-10-16,87095939.4898492
2025-10-17,88047983.40562068
2025-10-20,88645533.98093806
2025-10-21,88948390.89188777
2025-10-23,87640754.93113337
2025-10-24,86913018.25620662
2025-10-27,87644264.92924128
2025-10-28,87646605.74729548
2025-10-29,88109842.39023982
2025-10-30,88459699.82755671
2025-10-31,89614633.41984187
2025-11-03,91504824.25553523
2025-11-04,91644811.1908909
2025-11-06,91626313.19235574
2025-11-07,93410967.07651101
2025-11-10,93638261.21637307
2025-11-11,92442890.83139382
2025-11-12,92157020.9103428
2025-11-13,91621195.31662332
2025-11-14,92135663.70679055
2025-11-17,93289948.5350071
2025-11-18,92264335.08938943
2025-11-19,92121597.46081887
2025-11-20,92309224.02115212
2025-11-21,90807185.35446511
2025-11-24,90841092.68817483
2025-11-25,91107244.7495762
2025-11-26,92992146.54660378
2025-11-27,93121593.14017068
2025-11-28,94361208.84622537
2025-12-01,94961860.80893289
2025-12-02,94085975.40280843
2025-12-03,93242089.71555257
2025-12-04,92788958.95932698
2025-12-05,93765841.65769124
2025-12-08,92193545.06833577
2025-12-09,92751361.8741219
2025-12-10,92393360.72629476
2025-12-11,93375557.60996175
2025-12-12,94445500.65793538
2025-12-15,93689668.10874104
2025-12-16,93087846.49985433
2025-12-17,93077060.40073323
2025-12-18,93175631.27072835
2025-12-19,94653047.86557698
2025-12-22,96055725.6911385
2025-12-23,96081903.44699788
2025-12-24,97252712.8038094
2025-12-26,97021362.76657796
2025-12-29,96922897.4720223
2025-12-30,98143548.99497151
2025-12-31,99932671.42014241
